scenario_type,input_text,target_response,final_state
rule_based,User: I need to get to Manchester last train. I also have a baby buggy.,Got it! Looking for trains to Manchester last train with baby buggy space. Please note that baby buggy reservations are required on this route.,"{""destination"": ""Manchester"", ""constraints"": [""baby buggy""], ""time"": ""last train"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Nottingham with large luggage space,Here are trains to Nottingham with large luggage accommodation: • 08:30 - Platform 4 (2 large luggage spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Nottingham"", ""constraints"": [""large luggage""], ""time"": ""peak hours"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Victoria today?,There are currently minor delays on the Victoria line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Victoria"", ""constraints"": [""pet""], ""time"": ""next available"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Nottingham today?,There are currently minor delays on the Nottingham line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Nottingham"", ""constraints"": [""pram""], ""time"": ""tomorrow morning"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Liverpool?,The cheapest option to Liverpool is an Advance ticket at £65. Available on the 06:45 and 11:30 departures. Off-peak tickets from £78 are available after 09:30.,"{""destination"": ""Liverpool"", ""constraints"": [""large luggage""], ""time"": ""this afternoon"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need a quickest route train to King's Cross last train,Sure! Searching for quickest route trains to King's Cross last train. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""King's Cross"", ""constraints"": [""pram""], ""time"": ""last train"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need a cheapest train to Birmingham this afternoon,Sure! Searching for cheapest trains to Birmingham this afternoon. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Birmingham"", ""constraints"": [""cat""], ""time"": ""this afternoon"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Manchester?,The next train to Manchester departs in 12 minutes from Platform 2. It arrives at Manchester at 14:35.,"{""destination"": ""Manchester"", ""constraints"": [""wheelchair""], ""time"": ""last train"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Train to Newcastle please,Happy to help! When would you like to travel to Newcastle?,"{""destination"": ""Newcastle"", ""constraints"": [""wheelchair""], ""time"": ""first train"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Sheffield with bicycle space,Here are trains to Sheffield with bicycle accommodation: • 08:30 - Platform 4 (2 bicycle spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Sheffield"", ""constraints"": [""bicycle""], ""time"": ""early morning"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Glasgow?,The next train to Glasgow departs in 12 minutes from Platform 2. It arrives at Glasgow at 14:35.,"{""destination"": ""Glasgow"", ""constraints"": [""bicycle""], ""time"": ""first train"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to reach Heathrow this afternoon. My flight lands in 2 hours.,"For an urgent journey to Heathrow, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Heathrow"", ""constraints"": [""wheelchair""], ""time"": ""this afternoon"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Birmingham?,The next train to Birmingham departs in 12 minutes from Platform 2. It arrives at Birmingham at 14:35.,"{""destination"": ""Birmingham"", ""constraints"": [""dog""], ""time"": ""tonight"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Wembley today?,There are currently minor delays on the Wembley line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Wembley"", ""constraints"": [""dog""], ""time"": ""last train"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Leicester?,The cheapest option to Leicester is an Advance ticket at £50. Available on the 06:45 and 11:30 departures. Off-peak tickets from £56 are available after 09:30.,"{""destination"": ""Leicester"", ""constraints"": [""pushchair""], ""time"": ""peak hours"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Gatwick with baby buggy space,Here are trains to Gatwick with baby buggy accommodation: • 08:30 - Platform 4 (2 baby buggy spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Gatwick"", ""constraints"": [""baby buggy""], ""time"": ""last train"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: I need to reach Cardiff peak hours. My flight lands in 2 hours.,"For an urgent journey to Cardiff, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Cardiff"", ""constraints"": [""large luggage""], ""time"": ""peak hours"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: I need to reach York urgently. My flight lands in 2 hours.,"For an urgent journey to York, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""York"", ""constraints"": [""cat""], ""time"": ""urgently"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Train to Waterloo please,Happy to help! When would you like to travel to Waterloo?,"{""destination"": ""Waterloo"", ""constraints"": [""wheelchair""], ""time"": ""off-peak"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Newcastle with dog space,Here are trains to Newcastle with dog accommodation: • 08:30 - Platform 4 (2 dog spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Newcastle"", ""constraints"": [""dog""], ""time"": ""this afternoon"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Leeds off-peak. I also have a large luggage.,Got it! Looking for trains to Leeds off-peak with large luggage space. Please note that large luggage reservations are required on this route.,"{""destination"": ""Leeds"", ""constraints"": [""large luggage""], ""time"": ""off-peak"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Manchester urgently. I also have a pet.,Got it! Looking for trains to Manchester urgently with pet space. Please note that pet reservations are required on this route.,"{""destination"": ""Manchester"", ""constraints"": [""pet""], ""time"": ""urgently"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to get to Cardiff tonight. I also have a wheelchair.,Got it! Looking for trains to Cardiff tonight with wheelchair space. Please note that wheelchair reservations are required on this route.,"{""destination"": ""Cardiff"", ""constraints"": [""wheelchair""], ""time"": ""tonight"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Leeds with cat space,Here are trains to Leeds with cat accommodation: • 08:30 - Platform 4 (2 cat spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Leeds"", ""constraints"": [""cat""], ""time"": ""next available"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Oxford with pushchair space,Here are trains to Oxford with pushchair accommodation: • 08:30 - Platform 4 (2 pushchair spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Oxford"", ""constraints"": [""pushchair""], ""time"": ""off-peak"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Birmingham?,The next train to Birmingham departs in 12 minutes from Platform 2. It arrives at Birmingham at 14:35.,"{""destination"": ""Birmingham"", ""constraints"": [""pram""], ""time"": ""urgently"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Newcastle with accessibility needs space,Here are trains to Newcastle with accessibility needs accommodation: • 08:30 - Platform 4 (2 accessibility needs spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Newcastle"", ""constraints"": [""accessibility needs""], ""time"": ""tonight"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Waterloo?,The next train to Waterloo departs in 12 minutes from Platform 2. It arrives at Waterloo at 14:35.,"{""destination"": ""Waterloo"", ""constraints"": [""pet""], ""time"": ""first train"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Cardiff with bike space,Here are trains to Cardiff with bike accommodation: • 08:30 - Platform 4 (2 bike spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Cardiff"", ""constraints"": [""bike""], ""time"": ""this afternoon"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to get to Sheffield this afternoon. I also have a bicycle.,Got it! Looking for trains to Sheffield this afternoon with bicycle space. Please note that bicycle reservations are required on this route.,"{""destination"": ""Sheffield"", ""constraints"": [""bicycle""], ""time"": ""this afternoon"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Manchester?,The cheapest option to Manchester is an Advance ticket at £62. Available on the 06:45 and 11:30 departures. Off-peak tickets from £80 are available after 09:30.,"{""destination"": ""Manchester"", ""constraints"": [""bicycle""], ""time"": ""urgently"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need a most comfortable train to Cardiff off-peak,Sure! Searching for most comfortable trains to Cardiff off-peak. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Cardiff"", ""constraints"": [""accessibility needs""], ""time"": ""off-peak"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Train to Brighton please,Happy to help! When would you like to travel to Brighton?,"{""destination"": ""Brighton"", ""constraints"": [""wheelchair""], ""time"": ""this evening"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Exeter?,The cheapest option to Exeter is an Advance ticket at £50. Available on the 06:45 and 11:30 departures. Off-peak tickets from £67 are available after 09:30.,"{""destination"": ""Exeter"", ""constraints"": [""wheelchair""], ""time"": ""this afternoon"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Leicester?,The next train to Leicester departs in 12 minutes from Platform 2. It arrives at Leicester at 14:35.,"{""destination"": ""Leicester"", ""constraints"": [""wheelchair""], ""time"": ""first train"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to get to Brighton urgently. I also have a pram.,Got it! Looking for trains to Brighton urgently with pram space. Please note that pram reservations are required on this route.,"{""destination"": ""Brighton"", ""constraints"": [""pram""], ""time"": ""urgently"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Edinburgh today?,There are currently minor delays on the Edinburgh line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Edinburgh"", ""constraints"": [""dog""], ""time"": ""urgently"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need to reach Sheffield this evening. My flight lands in 2 hours.,"For an urgent journey to Sheffield, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Sheffield"", ""constraints"": [""baby buggy""], ""time"": ""this evening"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Train to Leeds please,Happy to help! When would you like to travel to Leeds?,"{""destination"": ""Leeds"", ""constraints"": [""pram""], ""time"": ""urgently"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Liverpool?,The cheapest option to Liverpool is an Advance ticket at £22. Available on the 06:45 and 11:30 departures. Off-peak tickets from £33 are available after 09:30.,"{""destination"": ""Liverpool"", ""constraints"": [""cat""], ""time"": ""peak hours"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Gatwick?,The next train to Gatwick departs in 12 minutes from Platform 2. It arrives at Gatwick at 14:35.,"{""destination"": ""Gatwick"", ""constraints"": [""baby buggy""], ""time"": ""before midnight"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need to get to King's Cross this afternoon. I also have a large luggage.,Got it! Looking for trains to King's Cross this afternoon with large luggage space. Please note that large luggage reservations are required on this route.,"{""destination"": ""King's Cross"", ""constraints"": [""large luggage""], ""time"": ""this afternoon"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need to reach Leeds this afternoon. My flight lands in 2 hours.,"For an urgent journey to Leeds, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Leeds"", ""constraints"": [""pram""], ""time"": ""this afternoon"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need a cheapest train to York early morning,Sure! Searching for cheapest trains to York early morning. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""York"", ""constraints"": [""pet""], ""time"": ""early morning"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to reach Birmingham before midnight. My flight lands in 2 hours.,"For an urgent journey to Birmingham, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Birmingham"", ""constraints"": [""bike""], ""time"": ""before midnight"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to reach Oxford next available. My flight lands in 2 hours.,"For an urgent journey to Oxford, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Oxford"", ""constraints"": [""pushchair""], ""time"": ""next available"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Waterloo?,The next train to Waterloo departs in 12 minutes from Platform 2. It arrives at Waterloo at 14:35.,"{""destination"": ""Waterloo"", ""constraints"": [""cat""], ""time"": ""early morning"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: I need a fewest changes train to Brighton first train,Sure! Searching for fewest changes trains to Brighton first train. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Brighton"", ""constraints"": [""dog""], ""time"": ""first train"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Train to Glasgow please,Happy to help! When would you like to travel to Glasgow?,"{""destination"": ""Glasgow"", ""constraints"": [""dog""], ""time"": ""next available"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Cardiff?,The next train to Cardiff departs in 12 minutes from Platform 2. It arrives at Cardiff at 14:35.,"{""destination"": ""Cardiff"", ""constraints"": [""dog""], ""time"": ""tomorrow morning"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to get to Sheffield this afternoon. I also have a pet.,Got it! Looking for trains to Sheffield this afternoon with pet space. Please note that pet reservations are required on this route.,"{""destination"": ""Sheffield"", ""constraints"": [""pet""], ""time"": ""this afternoon"", ""priority"": ""direct only"", ""status"": ""resolved""}"
